Player,Season,Lg,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Joe Hutton,Career,NBA,120,,12.1,0.9,2.8,0.331,,,,,,,,0.7,0.9,0.69,,,1.6,1.0,,,,1.7,2.5
Greg Hyder,Career,NBA,77,,17.6,2.4,5.3,0.447,,,,,,,,0.7,0.9,0.718,,,4.3,0.6,,,,2.4,5.4
Marc Iavaroni,Career,NBA,531,321,15.8,1.7,3.7,.459,0.0,0.0,.000,1.7,3.7,.463,.459,1.0,1.4,.710,1.1,2.2,3.2,1.0,0.3,0.4,1.2,2.4,4.4
Serge Ibaka,Career,NBA,847,685,28.4,5.2,10.1,.514,0.7,1.9,.360,4.5,8.2,.549,.547,1.4,1.9,.759,2.1,5.2,7.3,0.8,0.4,2.0,1.3,2.8,12.5
Andre Iguodala,Career,NBA,1174.0,781.0,32.7,4.2,9.1,0.46399999999999997,0.9,2.7,0.33299999999999996,3.3,6.4,0.519,0.513,2.4,3.4,0.7090000000000001,0.9,4.1,5.0,4.2,1.5,0.5,1.9,1.8,11.7
Zydrunas Ilgauskas,Career,NBA,843,724,27.2,5.0,10.5,.476,0.0,0.1,.310,5.0,10.4,.478,.478,3.0,3.8,.780,2.9,4.4,7.3,1.1,0.5,1.6,1.8,3.3,13.0
Mile Ilić,Career,NBA,5,0,1.2,0.0,0.6,0.0,0.0,0.0,,0.0,0.6,0.0,0.0,0.0,0.0,,0.0,0.2,0.2,0.0,0.0,0.0,0.6,0.2,0.0
Didier Ilunga-Mbenga,Career,NBA,234,4,6.7,0.8,1.6,.470,0.0,0.0,.000,0.8,1.6,.472,.470,0.2,0.4,.607,0.6,0.9,1.5,0.2,0.2,0.6,0.4,1.2,1.8
Ersan İlyasova,Career,NBA,812,423,23.2,3.8,8.6,.443,1.1,2.9,.365,2.8,5.7,.484,.505,1.5,2.0,.776,1.7,4.0,5.7,1.1,0.7,0.4,1.0,2.4,10.2
Darrall Imhoff,Career,NBA,801.0,,22.3,2.9,6.3,0.45799999999999996,,,,,,,,1.4,2.4,0.594,,,7.6,1.8,,,,3.1,7.2
Tom Ingelsby,Career,TOT,75.0,,10.1,1.3,3.0,0.424,0.0,0.2,0.2,1.3,2.9,0.429,0.426,0.7,0.9,0.773,0.4,0.9,1.3,1.0,0.4,0.1,0.6,0.8,3.2
Joe Ingles,Career,NBA,522,280,25.6,3.1,6.7,0.455,1.8,4.3,0.41600000000000004,1.3,2.4,0.523,0.5870000000000001,0.7,0.9,0.765,0.3,2.9,3.3,3.7,1.0,0.2,1.6,1.9,8.6
Damien Inglis,Career,NBA,20,1,7.8,0.7,1.9,0.35100000000000003,0.2,0.7,0.231,0.5,1.2,0.41700000000000004,0.392,0.4,0.4,0.875,0.1,1.5,1.6,0.5,0.3,0.2,0.6,0.6,1.8
Andre Ingram,Career,NBA,6,0,13.2,1.3,3.8,0.348,0.8,2.0,0.41700000000000004,0.5,1.8,0.273,0.457,0.5,0.5,1.0,0.3,1.0,1.3,1.2,0.7,0.5,0.7,0.5,4.0
Brandon Ingram,Career,NBA,298.0,259.0,32.6,6.4,13.7,0.462,1.3,3.5,0.36700000000000005,5.1,10.2,0.496,0.51,3.5,4.7,0.748,0.8,4.3,5.0,3.4,0.7,0.6,2.3,2.5,17.5
McCoy Ingram,Career,NBA,24,,11.1,1.1,4.3,0.262,,,,,,,,0.5,1.2,0.46399999999999997,,,4.8,0.8,,,,1.8,2.8
Ervin Inniger,Career,ABA,109,,22.7,3.8,8.9,0.43,0.1,0.4,0.16699999999999998,3.8,8.5,0.444,0.434,1.1,1.5,0.741,0.6,1.2,3.5,1.4,,,1.1,2.4,8.8
Byron Irvin,Career,NBA,87,8,9.8,1.9,4.0,.471,0.1,0.2,.350,1.8,3.8,.479,.481,1.3,1.8,.722,0.6,0.8,1.4,0.8,0.5,0.0,0.7,0.9,5.2
George Irvine,Career,ABA,325.0,,19.8,3.9,7.6,0.517,0.1,0.4,0.27399999999999997,3.8,7.2,0.532,0.525,1.6,1.9,0.826,1.0,1.9,3.0,1.3,0.4,0.2,1.2,2.6,9.5
Kyrie Irving,Career,NBA,562.0,562.0,33.9,8.4,17.9,0.469,2.2,5.5,0.39,6.2,12.3,0.505,0.53,3.8,4.4,0.878,0.8,3.0,3.8,5.7,1.3,0.4,2.6,2.2,22.8
Jonathan Isaac,Career,NBA,136,106,25.8,3.5,8.0,0.435,1.0,3.0,0.33,2.5,5.0,0.49700000000000005,0.496,1.4,1.7,0.797,1.3,4.2,5.4,1.1,1.1,1.5,1.1,2.0,9.3
Dan Issel,Career,TOT,1218.0,236.0,34.3,8.6,17.2,0.499,0.0,0.1,0.204,8.5,17.0,0.501,0.5,5.4,6.8,0.7929999999999999,3.0,6.1,9.1,2.4,1.0,0.5,2.2,2.9,22.6
Mike Iuzzolino,Career,NBA,122,44,25.0,3.1,6.8,0.457,0.9,2.3,0.40399999999999997,2.2,4.5,0.485,0.525,1.8,2.3,0.7979999999999999,0.5,1.5,2.0,4.3,0.7,0.1,1.8,1.5,9.0
Allen Iverson,Career,NBA,914,901,41.1,9.3,21.8,.425,1.2,3.7,.313,8.1,18.1,.448,.452,7.0,8.9,.780,0.8,2.9,3.7,6.2,2.2,0.2,3.6,1.9,26.7
Willie Iverson,Career,ABA,28,,19.0,1.8,5.2,0.342,0.0,0.1,0.0,1.8,5.1,0.34700000000000003,0.342,1.3,2.1,0.6,0.4,1.2,1.6,2.9,,,2.0,1.7,4.9
Royal Ivey,Career,NBA,492.0,114.0,12.5,1.3,3.1,0.406,0.3,0.9,0.361,0.9,2.2,0.425,0.45899999999999996,0.5,0.7,0.706,0.3,0.8,1.1,1.0,0.5,0.1,0.5,1.5,3.3
Elvin Ivory,Career,ABA,20,,9.4,1.9,4.4,0.43700000000000006,0.1,0.2,0.25,1.9,4.2,0.446,0.44299999999999995,0.6,0.9,0.647,1.7,1.6,3.3,0.5,,,0.7,1.9,4.4
Wesley Iwundu,Career,NBA,208.0,49.0,17.0,1.6,3.8,0.41200000000000003,0.3,1.1,0.294,1.2,2.7,0.461,0.455,1.0,1.3,0.8009999999999999,0.5,1.9,2.4,1.0,0.5,0.2,0.5,1.5,4.5
Warren Jabali,Career,ABA,447.0,,34.1,6.0,13.8,0.431,0.7,2.3,0.319,5.2,11.6,0.45299999999999996,0.457,4.5,6.0,0.7559999999999999,2.0,4.7,6.7,5.3,2.0,0.3,3.8,3.5,17.1
Jarrett Jack,Career,NBA,867.0,399.0,27.8,3.9,8.9,0.44,0.7,2.1,0.34299999999999997,3.2,6.8,0.47,0.48,2.3,2.7,0.855,0.3,2.5,2.9,4.6,0.8,0.1,2.0,1.8,10.8
Aaron Jackson,Career,NBA,1,0,35.0,3.0,9.0,0.33299999999999996,1.0,4.0,0.25,2.0,5.0,0.4,0.389,1.0,2.0,0.5,2.0,1.0,3.0,1.0,0.0,0.0,1.0,4.0,8.0
Al Jackson,Career,NBA,2,,8.5,0.0,1.5,0.0,,,,,,,,0.0,0.0,,,,0.0,0.5,,,,3.0,0.0
Bobby Jackson,Career,NBA,755.0,143.0,22.2,3.6,8.7,0.41700000000000004,0.9,2.6,0.354,2.7,6.2,0.444,0.47,1.5,1.9,0.7929999999999999,0.8,2.3,3.1,2.6,0.9,0.1,1.3,1.8,9.7
Cedric Jackson,Career,NBA,12.0,0.0,6.2,0.5,1.7,0.3,0.1,0.5,0.16699999999999998,0.4,1.2,0.35700000000000004,0.325,0.6,1.0,0.583,0.2,0.5,0.7,1.2,0.3,0.2,0.9,0.6,1.7
Darnell Jackson,Career,NBA,138.0,4.0,7.5,0.9,2.0,0.449,0.0,0.1,0.235,0.9,1.9,0.46299999999999997,0.456,0.4,0.7,0.644,0.7,0.8,1.5,0.2,0.2,0.1,0.4,1.2,2.2
Demetrius Jackson,Career,NBA,26.0,0.0,5.2,0.7,1.4,0.486,0.2,0.5,0.28600000000000003,0.5,0.9,0.609,0.541,0.3,0.5,0.667,0.3,0.4,0.7,0.7,0.3,0.0,0.4,0.4,1.8
Frank Jackson,Career,NBA,139.0,22.0,16.0,2.7,6.3,0.42200000000000004,0.9,2.6,0.335,1.8,3.7,0.484,0.49200000000000005,0.9,1.2,0.754,0.4,1.4,1.8,1.0,0.3,0.0,0.8,1.4,7.1
Greg Jackson,Career,NBA,49.0,,16.4,1.5,3.6,0.415,,,,,,,,0.7,1.3,0.581,0.4,1.0,1.4,2.0,0.5,0.2,,2.7,3.7
Jaren Jackson,Career,NBA,431,71,16.7,2.0,5.1,.391,0.8,2.3,.353,1.2,2.9,.420,.469,0.7,0.9,.764,0.5,1.3,1.8,1.2,0.6,0.1,0.8,1.7,5.5
Jaren Jackson,Career,NBA,115,113,27.3,5.7,11.7,0.485,1.7,4.4,0.384,4.0,7.2,0.547,0.5579999999999999,2.5,3.3,0.757,1.1,3.5,4.6,1.2,0.8,1.5,1.7,3.9,15.5
Jermaine Jackson,Career,NBA,135,3,10.0,0.7,1.6,.401,0.0,0.1,.158,0.6,1.5,.424,.408,0.6,0.8,.711,0.3,0.8,1.1,1.4,0.3,0.1,0.6,0.9,1.9
Jim Jackson,Career,NBA,885.0,650.0,32.8,5.4,12.7,0.428,1.0,2.7,0.365,4.4,10.0,0.445,0.467,2.5,3.0,0.825,1.3,3.3,4.7,3.2,0.8,0.2,2.5,2.2,14.3
Josh Jackson,Career,NBA,221.0,72.0,24.4,4.6,10.9,0.418,0.9,3.1,0.294,3.6,7.8,0.46799999999999997,0.46,2.1,3.1,0.6679999999999999,1.0,3.3,4.2,1.9,1.0,0.6,2.0,2.7,12.1
Justin Jackson,Career,NBA,246.0,61.0,19.1,2.5,5.9,0.43,0.9,2.8,0.32299999999999995,1.6,3.0,0.529,0.508,0.7,0.8,0.8,0.5,2.1,2.5,1.1,0.4,0.2,0.5,1.1,6.6
Luke Jackson,Career,NBA,522,,26.4,3.8,9.2,0.415,,,,,,,,2.2,3.1,0.722,,,8.8,1.6,,,,3.0,9.9
Luke Jackson,Career,NBA,73.0,3.0,9.9,1.2,3.2,0.35700000000000004,0.4,1.2,0.36,0.7,2.0,0.35600000000000004,0.426,0.7,1.0,0.732,0.4,0.8,1.2,0.8,0.3,0.0,0.7,1.0,3.5
Marc Jackson,Career,NBA,387.0,106.0,19.6,3.1,6.9,0.446,0.0,0.1,0.226,3.1,6.8,0.44799999999999995,0.447,2.2,2.7,0.8140000000000001,1.6,2.6,4.3,0.8,0.4,0.3,1.2,2.0,8.4
Mark Jackson,Career,NBA,1296.0,1092.0,30.2,3.7,8.3,0.447,0.6,1.7,0.332,3.1,6.6,0.47700000000000004,0.48100000000000004,1.7,2.2,0.77,1.0,2.8,3.8,8.0,1.2,0.1,2.4,1.7,9.6
Mervin Jackson,Career,ABA,262.0,,26.3,4.4,10.8,0.41100000000000003,0.2,0.6,0.336,4.2,10.2,0.415,0.42,2.5,3.1,0.8170000000000001,1.3,2.0,3.3,3.1,,,2.1,3.1,11.6
Michael Jackson,Career,NBA,89,0,10.0,0.9,2.3,0.369,0.1,0.4,0.273,0.8,1.9,0.387,0.391,0.3,0.4,0.675,0.2,0.6,0.8,2.2,0.3,0.1,0.7,1.1,2.1
Mike Jackson,Career,ABA,264.0,,22.4,4.0,7.9,0.508,0.0,0.1,0.267,4.0,7.8,0.51,0.509,2.2,2.8,0.7659999999999999,2.1,3.6,5.7,1.0,0.5,0.3,2.0,3.3,10.2
Myron Jackson,Career,NBA,8,0,2.8,0.3,1.1,0.222,0.0,0.0,,0.3,1.1,0.222,0.222,0.9,1.0,0.875,0.1,0.3,0.4,0.8,0.1,0.0,0.6,0.1,1.4
Phil Jackson,Career,NBA,807,,17.6,2.6,5.7,.453,0.0,0.1,.000,2.6,5.7,.453,.453,1.6,2.1,.736,1.1,3.2,4.3,1.1,0.6,0.4,1.0,2.9,6.7
Pierre Jackson,Career,NBA,8,1,10.5,1.6,4.9,0.33299999999999996,0.4,1.4,0.273,1.3,3.5,0.35700000000000004,0.37200000000000005,0.8,0.9,0.857,0.1,1.0,1.1,2.4,0.3,0.0,0.4,0.6,4.4
Ralph Jackson,Career,NBA,1,0,12.0,1.0,3.0,0.33299999999999996,0.0,0.0,,1.0,3.0,0.33299999999999996,0.33299999999999996,0.0,0.0,,1.0,0.0,1.0,4.0,2.0,0.0,1.0,1.0,2.0
Randell Jackson,Career,NBA,28.0,8.0,9.7,1.6,3.9,0.426,0.0,0.3,0.14300000000000002,1.6,3.6,0.446,0.431,0.8,1.1,0.6559999999999999,1.1,0.9,1.9,0.3,0.1,0.4,0.9,1.0,4.1
Reggie Jackson,Career,NBA,608.0,375.0,24.9,4.7,10.9,0.429,1.2,3.5,0.34299999999999997,3.5,7.4,0.469,0.484,2.0,2.4,0.855,0.5,2.4,2.9,4.3,0.7,0.1,1.9,1.9,12.6
Stanley Jackson,Career,NBA,17,0,5.4,1.0,1.9,0.515,0.1,0.3,0.2,0.9,1.6,0.5710000000000001,0.53,0.2,0.2,1.0,0.7,0.9,1.6,0.9,0.3,0.0,0.6,0.8,2.2
Stephen Jackson,Career,NBA,858.0,676.0,31.9,5.4,13.0,0.414,1.5,4.4,0.33299999999999996,3.9,8.6,0.456,0.47100000000000003,2.9,3.7,0.7979999999999999,0.8,3.1,3.9,3.1,1.3,0.4,2.5,2.4,15.1
Tony Jackson,Career,ABA,138,,29.6,4.8,12.7,.375,0.9,3.2,.275,3.9,9.5,.409,.410,5.4,6.4,.851,1.6,2.2,5.4,2.0,,,2.1,2.4,15.9
Tony Jackson,Career,NBA,2,,7.0,0.5,1.5,0.33299999999999996,0.0,0.0,,0.5,1.5,0.33299999999999996,0.33299999999999996,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,1.0
Tracy Jackson,Career,NBA,129.0,3.0,13.9,2.2,4.7,0.46299999999999997,0.0,0.1,0.154,2.1,4.6,0.47,0.465,1.0,1.4,0.7490000000000001,1.0,0.9,1.9,1.0,0.6,0.1,0.8,1.4,5.4
Wardell Jackson,Career,NBA,56,,16.8,1.7,4.3,0.397,,,,,,,,0.9,1.3,0.718,0.9,1.4,2.4,0.5,0.5,0.1,,2.3,4.3
Fred Jacobs,Career,BAA,18,,,1.1,3.8,0.275,,,,,,,,0.7,1.4,0.48,,,,0.3,,,,1.4,2.8
Casey Jacobsen,Career,NBA,287,14,18.5,1.7,4.2,.393,0.7,2.1,.352,0.9,2.1,.433,.480,1.1,1.5,.769,0.4,1.4,1.8,1.1,0.4,0.1,0.7,1.3,5.2
Sam Jacobson,Career,NBA,68.0,5.0,11.1,1.8,3.5,0.511,0.1,0.4,0.36,1.6,3.1,0.529,0.53,0.5,0.7,0.7390000000000001,0.4,0.8,1.2,0.5,0.5,0.0,0.5,2.0,4.2
Dave Jamerson,Career,NBA,90,0,6.6,1.4,3.5,.392,0.1,0.5,.277,1.2,2.9,.413,.413,0.5,0.6,.860,0.3,0.5,0.9,0.7,0.3,0.0,0.5,0.7,3.4
Aaron James,Career,NBA,356,,21.5,4.5,9.4,.481,,,,,,,,1.7,2.3,.760,1.5,2.6,4.1,1.0,0.4,0.2,1.6,2.7,10.8
Bernard James,Career,NBA,92,13,8.3,0.8,1.7,0.49700000000000005,0.0,0.0,0.0,0.8,1.6,0.507,0.49700000000000005,0.6,0.8,0.68,0.9,1.4,2.3,0.1,0.2,0.7,0.4,1.1,2.2
Billy James,Career,ABA,1,,10.0,1.0,3.0,0.33299999999999996,0.0,0.0,,1.0,3.0,0.33299999999999996,0.33299999999999996,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0
Damion James,Career,NBA,39.0,17.0,16.0,1.6,3.8,0.415,0.0,0.2,0.0,1.6,3.6,0.433,0.415,0.7,1.1,0.667,0.6,2.7,3.4,0.7,0.6,0.5,1.0,1.4,3.8
Gene James,Career,TOT,88.0,,,1.3,3.9,0.33399999999999996,,,,,,,,0.7,1.3,0.561,,,2.9,1.1,,,,2.2,3.4
Henry James,Career,NBA,212,24,12.8,2.2,5.4,.414,0.7,1.9,.378,1.5,3.5,.434,.481,0.9,1.1,.810,0.5,1.0,1.5,0.4,0.2,0.1,0.6,1.4,6.1
Jerome James,Career,NBA,358,180,13.3,1.8,3.7,.485,0.0,0.0,.000,1.8,3.7,.486,.485,0.7,1.1,.617,1.1,2.0,3.1,0.3,0.3,1.1,1.1,2.8,4.3
Justin James,Career,NBA,61,0,6.3,0.9,2.1,0.42100000000000004,0.2,0.8,0.304,0.6,1.3,0.488,0.47600000000000003,0.2,0.5,0.455,0.1,0.6,0.7,0.5,0.1,0.2,0.2,0.4,2.2
LeBron James,Career,NBA,1306.0,1305.0,38.2,9.9,19.6,0.504,1.5,4.4,0.345,8.3,15.2,0.55,0.5429999999999999,5.8,7.9,0.7340000000000001,1.2,6.3,7.4,7.4,1.6,0.8,3.5,1.8,27.0
Mike James,Career,NBA,595,286,24.1,3.6,8.6,.417,1.2,3.0,.379,2.4,5.6,.437,.484,1.5,1.9,.802,0.4,1.9,2.2,3.5,0.8,0.1,1.5,2.0,9.9
Mike James,Career,NBA,36.0,10.0,19.1,3.4,8.9,0.38299999999999995,0.7,2.7,0.265,2.7,6.2,0.435,0.424,1.8,2.3,0.762,0.4,2.1,2.5,3.5,0.8,0.2,1.4,1.3,9.3
Tim James,Career,NBA,43.0,0.0,6.1,0.6,1.8,0.32899999999999996,0.0,0.1,0.33299999999999996,0.6,1.8,0.32899999999999996,0.335,0.3,0.5,0.652,0.5,0.5,1.1,0.3,0.0,0.2,0.3,0.8,1.6
Antawn Jamison,Career,NBA,1083.0,864.0,34.8,7.1,15.7,0.451,1.1,3.1,0.34600000000000003,6.0,12.6,0.47700000000000004,0.485,3.3,4.5,0.7240000000000001,2.4,5.2,7.5,1.6,1.0,0.4,1.6,2.4,18.5
Harold Jamison,Career,NBA,37,2,6.8,0.8,1.7,.460,0.0,0.0,,0.8,1.7,.460,.460,0.4,0.9,.424,1.1,0.5,1.6,0.3,0.2,0.1,0.3,1.1,1.9
John Janisch,Career,BAA,70.0,,,4.2,14.8,0.28800000000000003,,,,,,,,2.0,3.1,0.654,,,,0.7,,,,2.0,10.5
Howie Janotta,Career,NBA,9,,,1.0,3.3,0.3,,,,,,,,1.4,1.8,0.813,,,,0.4,,,,1.1,3.4
Marko Jarić,Career,NBA,447,221,25.2,2.7,6.6,.404,0.6,1.9,.344,2.0,4.7,.428,.453,1.2,1.6,.730,0.6,2.1,2.7,3.6,1.3,0.3,1.6,2.2,7.1
Tony Jaros,Career,TOT,242,,,2.0,6.5,.306,,,,,,,,1.4,2.0,.702,,,2.1,0.9,,,,2.1,5.4
Jim Jarvis,Career,ABA,125.0,,13.8,2.2,6.0,0.374,0.2,0.8,0.326,2.0,5.2,0.382,0.395,1.1,1.4,0.8029999999999999,1.0,1.1,1.9,1.2,,,1.0,1.9,5.8
Šarūnas Jasikevičius,Career,NBA,138.0,18.0,18.3,2.2,5.4,0.397,0.9,2.7,0.355,1.2,2.8,0.436,0.483,1.5,1.7,0.9079999999999999,0.2,1.4,1.6,2.9,0.5,0.0,1.5,1.3,6.8
Nathan Jawai,Career,NBA,45.0,2.0,9.6,1.1,2.6,0.435,0.0,0.0,0.0,1.1,2.5,0.439,0.435,0.6,0.8,0.684,1.1,1.2,2.4,0.5,0.2,0.2,0.6,1.4,2.8
Buddy Jeannette,Career,TOT,139,,,1.9,5.6,0.341,,,,,,,,3.4,4.3,0.7809999999999999,,,,2.1,,,,2.8,7.2
Abdul Jeelani,Career,NBA,143.0,,16.7,3.3,7.0,0.473,0.0,0.0,0.0,3.3,7.0,0.47600000000000003,0.473,2.4,3.0,0.802,1.4,2.1,3.5,1.1,0.6,0.5,1.4,1.9,9.0
Chris Jefferies,Career,NBA,72.0,12.0,12.0,1.4,3.7,0.38299999999999995,0.5,1.3,0.365,0.9,2.4,0.39399999999999996,0.449,0.6,0.9,0.667,0.3,0.9,1.2,0.4,0.3,0.3,0.9,1.3,3.9
Othyus Jeffers,Career,NBA,37.0,2.0,11.9,1.2,2.7,0.46,0.0,0.2,0.16699999999999998,1.2,2.5,0.479,0.465,1.2,1.9,0.667,0.9,1.6,2.6,0.6,0.6,0.0,0.6,1.2,3.8
Al Jefferson,Career,NBA,915,651,28.7,6.7,13.5,.499,0.0,0.1,.121,6.7,13.4,.501,.499,2.2,3.1,.711,2.2,6.2,8.4,1.5,0.7,1.2,1.3,2.6,15.7
Amile Jefferson,Career,NBA,30,0,4.7,0.5,1.0,0.5,0.0,0.0,,0.5,1.0,0.5,0.5,0.4,0.7,0.545,0.5,0.9,1.5,0.2,0.1,0.2,0.1,0.5,1.4
Cory Jefferson,Career,NBA,58.0,1.0,10.0,1.4,3.3,0.444,0.0,0.3,0.125,1.4,3.0,0.474,0.45,0.6,1.0,0.583,0.9,1.9,2.8,0.3,0.2,0.4,0.3,1.2,3.5
Dontell Jefferson,Career,NBA,6,0,14.0,1.8,3.7,0.5,0.2,0.3,0.5,1.7,3.3,0.5,0.523,1.0,1.5,0.667,0.2,1.8,2.0,1.5,0.7,0.2,1.0,1.5,4.8
Richard Jefferson,Career,NBA,1181.0,809.0,29.0,4.4,9.4,0.46399999999999997,0.9,2.3,0.376,3.5,7.1,0.493,0.511,3.0,3.9,0.768,0.8,3.2,4.0,2.0,0.7,0.3,1.5,2.2,12.6
DaQuan Jeffries,Career,NBA,31,2,12.0,1.4,3.1,0.45399999999999996,0.5,1.5,0.304,1.0,1.6,0.588,0.526,0.4,0.4,0.846,0.4,1.1,1.5,0.4,0.4,0.2,0.3,1.4,3.6
Jared Jeffries,Career,NBA,629.0,335.0,21.6,1.8,4.3,0.426,0.1,0.5,0.25,1.7,3.9,0.447,0.44,1.0,1.6,0.583,1.9,2.2,4.1,1.3,0.7,0.5,1.1,2.4,4.8
Charles Jenkins,Career,NBA,110.0,29.0,12.1,1.6,3.7,0.434,0.0,0.2,0.182,1.6,3.5,0.449,0.439,0.4,0.6,0.754,0.1,0.8,0.9,1.9,0.4,0.1,0.7,1.0,3.7
Horace Jenkins,Career,NBA,15,0,6.9,1.0,3.0,0.33299999999999996,0.0,0.6,0.0,1.0,2.4,0.41700000000000004,0.33299999999999996,0.8,0.9,0.9229999999999999,0.2,0.4,0.6,0.6,0.3,0.1,0.5,0.4,2.8
John Jenkins,Career,NBA,171.0,8.0,12.8,1.8,4.1,0.441,0.7,1.9,0.36700000000000005,1.1,2.3,0.503,0.524,0.7,0.8,0.847,0.2,1.3,1.5,0.8,0.2,0.1,0.6,0.6,5.0
Brandon Jennings,Career,NBA,555,429,30.3,5.0,12.8,.387,1.6,4.8,.345,3.3,8.0,.412,.452,2.5,3.1,.796,0.6,2.4,3.0,5.7,1.2,0.2,2.2,1.8,14.1
Keith Jennings,Career,NBA,164,26,18.0,2.2,4.9,0.436,0.8,2.2,0.374,1.3,2.7,0.488,0.52,1.5,1.8,0.852,0.3,1.2,1.5,3.7,1.0,0.0,1.2,1.3,6.6
Chris Jent,Career,NBA,6,0,14.7,2.5,5.3,.469,1.0,2.3,.429,1.5,3.0,.500,.563,0.2,0.3,.500,0.8,1.8,2.7,1.3,0.0,0.0,0.8,2.5,6.2
Les Jepsen,Career,NBA,52.0,0.0,3.7,0.4,1.2,0.33299999999999996,0.0,0.0,0.0,0.4,1.1,0.345,0.33299999999999996,0.3,0.4,0.65,0.6,0.7,1.3,0.0,0.0,0.2,0.1,0.6,1.0
Jonas Jerebko,Career,NBA,635,119,17.8,2.3,5.0,.457,0.6,1.7,.363,1.7,3.3,.507,.520,0.9,1.2,.770,1.2,2.8,4.0,0.8,0.5,0.2,0.7,1.9,6.2
Ty Jerome,Career,NBA,46.0,1.0,15.5,2.0,5.1,0.387,1.0,2.7,0.365,1.0,2.4,0.413,0.485,0.4,0.5,0.68,0.3,1.7,2.0,2.1,0.6,0.1,0.7,1.3,5.3
Grant Jerrett,Career,NBA,8.0,0.0,6.4,0.9,3.3,0.26899999999999996,0.1,1.9,0.067,0.8,1.4,0.545,0.28800000000000003,0.1,0.1,1.0,0.3,0.9,1.1,0.4,0.3,0.3,0.4,1.4,2.0
Eugene Jeter,Career,NBA,62,1,13.8,1.7,4.2,0.409,0.1,0.5,0.2,1.6,3.7,0.43700000000000006,0.42100000000000004,0.6,0.7,0.902,0.1,1.0,1.1,2.6,0.5,0.0,0.8,0.9,4.1
Hal Jeter,Career,ABA,5,,3.8,0.2,0.8,0.25,0.0,0.0,,0.2,0.8,0.25,0.25,0.0,0.0,,0.2,0.0,0.2,0.0,,,0.6,1.6,0.4
Yi Jianlian,Career,NBA,272.0,163.0,22.2,3.0,7.4,0.40399999999999997,0.3,0.8,0.33299999999999996,2.7,6.6,0.413,0.423,1.6,2.1,0.78,1.4,3.5,4.9,0.7,0.5,0.7,1.1,2.3,7.9
Isaiah Joe,Career,NBA,25,1,10.5,1.2,3.5,0.35200000000000004,1.0,2.7,0.353,0.3,0.8,0.35,0.489,0.2,0.2,1.0,0.2,0.8,1.0,0.6,0.3,0.2,0.2,1.0,3.6
Britton Johnsen,Career,NBA,26.0,5.0,14.5,0.9,3.1,0.284,0.0,0.6,0.063,0.8,2.5,0.33799999999999997,0.29,0.3,0.6,0.43799999999999994,0.8,1.3,2.1,0.6,0.3,0.0,0.7,1.5,2.1
Alexander Johnson,Career,NBA,102.0,25.0,12.8,1.5,2.9,0.517,0.0,0.0,,1.5,2.9,0.517,0.517,1.3,2.0,0.672,0.8,1.9,2.7,0.3,0.4,0.4,0.9,2.1,4.3
Alize Johnson,Career,NBA,33.0,1.0,6.6,0.8,1.8,0.45899999999999996,0.1,0.3,0.364,0.7,1.5,0.48,0.49200000000000005,0.4,0.6,0.632,0.8,1.8,2.6,0.3,0.2,0.2,0.2,0.6,2.2
Amir Johnson,Career,NBA,870.0,485.0,21.1,2.9,5.2,0.57,0.1,0.4,0.332,2.8,4.8,0.588,0.5820000000000001,1.0,1.5,0.6729999999999999,2.0,3.4,5.4,1.2,0.6,1.0,1.1,3.0,7.0
Andy Johnson,Career,NBA,292.0,,23.2,3.7,9.5,0.392,,,,,,,,2.3,3.9,0.605,,,4.1,2.3,,,,3.0,9.8
Anthony Johnson,Career,NBA,793.0,249.0,19.6,2.2,5.2,0.414,0.4,1.2,0.35600000000000004,1.7,4.0,0.431,0.45399999999999996,0.9,1.2,0.745,0.4,1.3,1.7,2.9,0.7,0.1,1.1,1.6,5.6
Armon Johnson,Career,NBA,47.0,0.0,8.5,1.4,3.1,0.45799999999999996,0.1,0.3,0.4,1.3,2.7,0.465,0.479,0.4,0.6,0.679,0.3,0.8,1.0,1.2,0.2,0.0,0.9,0.9,3.3
Arnie Johnson,Career,TOT,332,,30.5,2.4,5.8,0.418,,,,,,,,3.8,5.2,0.731,,,6.2,2.2,,,,4.0,8.7
Avery Johnson,Career,NBA,1054.0,637.0,25.3,3.4,7.2,0.479,0.0,0.2,0.145,3.4,7.0,0.48700000000000004,0.48100000000000004,1.5,2.1,0.706,0.4,1.3,1.7,5.5,1.0,0.1,1.7,1.6,8.4
B.J. Johnson,Career,NBA,17.0,0.0,7.8,1.1,2.9,0.36,0.4,0.9,0.375,0.7,2.0,0.353,0.42,0.6,0.7,0.917,0.3,1.1,1.4,0.2,0.3,0.0,0.5,0.4,3.1
Brice Johnson,Career,NBA,21.0,0.0,5.1,1.0,2.3,0.449,0.0,0.0,0.0,1.0,2.3,0.45799999999999996,0.449,0.1,0.2,0.6,0.5,1.1,1.6,0.1,0.5,0.3,0.3,0.6,2.2
